screen_name,text
mike_pence,"Thank you Council Bluffs, IA! Together we will bring back the jobs and economy that America deserves! #MAGA https://t.co/Jjw8x6J6Uz"
mike_pence,RT @Indiana_EDC: .@CNBCAmerica ranks #Indiana as the #1 state for Cost of Doing Business https://t.co/JUFMicUWZG
mike_pence,RT @Indiana_EDC: Thinking about growing or expanding your business? Get a free cost comparison between your state &amp; #Indiana https://t.co/P…
TheDemocrats,The #GOPDebate is tonight so you know what that means... It's time for #GOPBingo! https://t.co/KThPbNgM0J https://t.co/BZMjeRdYv1
TheDemocrats,"""We, the People. Yes we can. Si se puede."" -@POTUS #WLF2015 https://t.co/7P1HK7fBlo"
timkaine,RT @Newsweek: Our latest cover story: Trump's foreign ties could upend U.S. national security interests https://t.co/44RNvOMham https://t.c…
realDonaldTrump,"""@redletter99: Trump pummels his opponents - and the press | SunHerald @realDonaldTrump https://t.co/9MQhOSpiWa""  Thank you!"
TheDemocrats,Don't forget — Vice President Biden's birthday is tomorrow. Make sure you sign his card: https://t.co/0BxMAe1OmW https://t.co/dT9gpGMEnc
mike_pence,"RT @Indiana_EDC: When we launched #INRegionalCities, we asked regions to be bold &amp; N. #Indiana delivered-@GovPenceIN https://t.co/4AOwIziUH6"
TheDemocrats,"RT @NHDems: Primary Day is here! Find your polling location and Go Vote!!! 
https://t.co/oss0sYsv2v #FITN #nhpolitics https://t.co/VCgp8CLv…"
mike_pence,Over 400+ at the Clark Co Lincoln Day Dinner tonight in southern Indiana! Thx @noel4sheriff for your leadership. https://t.co/kFn3DNOtrS
timkaine,.@AUSNTweets Grateful for your support!
realDonaldTrump,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.
HillaryClinton,"As Muslims celebrate Eid al-Adha—a festival of sacrifice, charity, &amp; feeding the poor—let's reflect on those shared values. Eid Mubarak! -H"
TheDemocrats,"We can't stop every shooting, but that doesn't mean we shouldn't try to #StopGunViolence. #GunsInAmerica
https://t.co/WSyctGca9t"
GOP,RT if you voted today! #SuperTuesday https://t.co/9mGkYHwR6C
HillaryClinton,"Let's stand together to do all the good we can, in all the ways we can, for as long as we can.
https://t.co/jHaoZKXURE"
GOP,Short Circuit: Are Clinton &amp; her campaign admitting she lied to the FBI? https://t.co/KAkvlreBbt via @michaelcshort https://t.co/B2tupI6f1n
GOP,100 days left! Get involved at https://t.co/PI3oIx7pxZ #LeadRight2016 https://t.co/dkORSDa2SL
mike_pence,"RT @indgop: It took GOP leaders in the Gov’s office, Senate &amp; House yrs to clean up the mess created by @GreggForGov - Hoosiers can’t affor…"
timkaine,Intro’d a bill to allow prescription drug price negotiation in Medicare. Would cut costs for seniors &amp; save billions http://t.co/VEaGDQyrML
HillaryClinton,Anyone who can be provoked by a tweet shouldn’t be anywhere near nuclear weapons.
timkaine,Women have proved conventional wisdom wrong throughout history. They will do it again as the military fully integrates all combat units
mike_pence,RT @GovPenceIN: Listen LIVE as I join Tony Katz on @93wibc https://t.co/8ytH6diqwt
TheDemocrats,RT @LouisianaGov: Want to volunteer or donate to help #laflood victims? There's a page for that → https://t.co/anDC1bXrOv #lagov
TheDemocrats,"They're debating tomorrow, live from South Carolina, at 9pm ET. Say you'll watch: https://t.co/TfqVfG3rll https://t.co/C2JD7lHdBB"
mike_pence,"Donald Trump and I believe that Captain Humayun Khan is an American hero and his family, like all....
cont: https://t.co/c6h53ZBNo8"
GOP,Follow the GOP candidates on Snapchat for a behind-the-scenes look at the #GOPDebate: https://t.co/KPJAdVMILd https://t.co/ukckAJlGKl
TheDemocrats,This is how Chris Christie deals with teachers' unions. #GOPDebate https://t.co/MNycr1YAHF
GOP,6 years ago #ObamaCare was signed into law. We need a Republican president to end this disaster. https://t.co/8l3Y34vTTa
GOP,BREAKING: State Dept says it has no emails from ex-Hillary Clinton staffer who managed her secret server https://t.co/MkD8cb1Gp0
mike_pence,"RT @JonThompsonDC: If you want a great example of a successful alternative to Obamacare, look to @GovPenceIN's Healthy Indiana Plan: https:…"
HillaryClinton,"“Tonight, we will shatter that glass ceiling again.” —@RepJohnLewis on nominating Hillary for president #DemsInPhilly"
mike_pence,I talked to @realDonaldTrump this morning about my support for Paul Ryan and our longtime friend ship.... https://t.co/ihsKOvfnl7
timkaine,Sor Consuelo Morales es una persona extraordinaria y altruista que lucha por víctimas de abusos de #DerechosHumanos https://t.co/k5fNSB2xdO
timkaine,"Pleased the President’s announcement includes $25M in grants for cybersecurity education at 13 HBCUs, including Norfolk State University"
GOP,FLIP↔️FLOP ALERT ⬇️ #Debates2016 https://t.co/THuoNXxBas
realDonaldTrump,#MakeAmericaGreatAgain #Trump2016 https://t.co/FvIUXMkrjj
timkaine,I hope everyone takes precautions to stay safe today as flash flooding moves into #SWVA &amp; other areas of the Commonwealth
realDonaldTrump,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!"
TheDemocrats,Time for the candidates to face the facts: https://t.co/qsZsIbvNng https://t.co/HSgBLFkhvr
realDonaldTrump,"I will end illegal immigration and protect our borders! We need to MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016
https://t.co/wd3LlMz01I"
mike_pence,RT @GovPenceIN: We're closing out the 2016 @NatlGovsAssoc Winter Meeting before heading to White House for meeting w/ the President https:/…
timkaine,Touching story on how a fatherhood program in a Richmond jail helped an inmate turn his life around #cjreform https://t.co/lZQemrABUH
timkaine,I joined @ABC7GMW to explain why the #Paris attacks underscore the need for Congress to vote on war authorization: https://t.co/JaVen8MGs7
realDonaldTrump,"""Donald Trump Plans To Continue GOP
Legacy Of Leading On Women’s, Civil Rights Against Racist, Sexist Democrats"" 
https://t.co/nEPqAYw1G5"
TheDemocrats,Christie and Rubio are having trouble understanding that we need to #ActOnClimate NOW: https://t.co/QfAWxcTh4S https://t.co/iyilgk4qLT
TheDemocrats,"Happy #SuperTuesday, Democrats! If you live in one of these states, make sure you caucus today ↓ https://t.co/5qFdX6nixj"
mike_pence,"RT @GovPenceIN: With more Hoosiers working than ever before and recently being named the best place in the Midwest to do business, IN’s eco…"
HillaryClinton,"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
https://t.co/o6hvBy05t2"
GOP,ZERO #DemsInPhilly #EnoughClinton https://t.co/WVcfwkMf2H
TheDemocrats,"If you're sick of their nonsense, say you're ready to elect Democrats this November: https://t.co/3b8bZtvZjt https://t.co/TJTwfNK4yn"
TheDemocrats,South Carolina has spoken! RT if you’re ready to elect a Democrat this year: https://t.co/fBYXYqxaHB https://t.co/K7GyIzz63G
TheDemocrats,Happy Presidents' Day to this guy. https://t.co/5d0OPHsXt1
realDonaldTrump,"Thank you - Farmington, New Hampshire! #FITN #Trump2016 https://t.co/bJ9Z3qZBQu"
HillaryClinton,"Paying for college doesn't end at tuition, so we need to help students pay for other costs like books and housing. https://t.co/6S4QDivoW1"
realDonaldTrump,"Who did the House Task Force on
Urgent Fiscal Issues call- when America needed HELP? 
https://t.co/Q1NErOtW9V"
GOP,"Clinton suffered a devastating loss in NH, a state that had been in the Clintons’ corner for decades. https://t.co/2uino0jMlQ"
HillaryClinton,Watch live as Hillary takes the stage with @elizabethforma in Ohio: https://t.co/1MHHD9Zmd4
mike_pence,"Grabbing a cup of coffee and visiting with Iowans at @Javajoescoffee in Des Moines, Iowa this morning https://t.co/DMpxHNYiT1"
HillaryClinton,"""We are building a wall. He's a Mexican!” —Donald Trump, June 3, 2016 https://t.co/uSSd7XigYp"
TheDemocrats,Become GOP presidential candidates' policy proposals. #WhatZombiesDoForFun https://t.co/wo1gwlgzE1
TheDemocrats,"""We are resilient, determined, hard-working. There is nothing America can’t do — if we do it together."" –Hillary https://t.co/bndvFoFjbo"
TheDemocrats,TL;DR on Trump's energy policies. https://t.co/cF4lcjPXnQ https://t.co/WTkua9PRar
realDonaldTrump,"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!"
mike_pence,RT @HigherEdIN: Indiana awards $9.6M in grants to stem teacher shortage. https://t.co/elrrX3FkDF
realDonaldTrump,Will be at Fort Worth (Texas) Convention Center at 11:30 A.M. Big crowd - get there early! Big announcement to be made!
TheDemocrats,"RT @HillaryClinton: Systemic racism is found in our criminal justice system, housing, education—but it's also cultural. We have to combat i…"
GOP,ICYMI (or after you’re done reading Mook’s 3 pg memo): Hillary Clinton’s Aides See Path to NH Win https://t.co/TscTC0VmMc #StopHillary
mike_pence,RT @RTDNEWS: Guess who's coming to breakfast? Mike Pence stops by @milliesRVA in Richmond https://t.co/MGLObsBAZR https://t.co/JfkmOu0CmK
HillaryClinton,"While families are struggling to pay for child care, Donald Trump actually argued that Americans are being paid too much."
HillaryClinton,"""Elie Wiesel once clarified for us that 'the opposite of love is not hate—it’s indifference.' ... None of us can afford to be indifferent."""
HillaryClinton,“Democracy isn’t a spectator sport. America isn’t about 'yes he will.' It’s about 'yes we can.’” —@POTUS
GOP,Editorial boards across the country are weighing in on Hillary's email scandal: http://t.co/xBetMAGM73 http://t.co/IfI3WSrrit
GOP,Wear it proudly. http://t.co/vl2Ah82Idd Use the code on the image for a special offer this Memorial Day. http://t.co/W9Yv4WYM9J
GOP,The ultimate guide to Clinton's flip ↔️ flops before the #DemDebate that no one will watch: https://t.co/ysogN5SxQ3 https://t.co/IRk2wP7hRZ
TheDemocrats,"Whether you're building a house or Speaker of the House, #workingfamilies deserve paid leave https://t.co/3TocTl5tv3 https://t.co/2bdUDaFsZ8"
mike_pence,"""Hoosiers can be proud of our record on the environment but this overreach by the EPA will hurt Hoosier rate payers."" http://t.co/JC5eWnZVB3"
realDonaldTrump,"Join me this weekend! #NYPrimary
4/16: SYRACUSE - NOON
https://t.co/Eu43S1wJN9
4/16: WATERTOWN - 3pm
https://t.co/UdOZzisJhA 
#Trump2016"
HillaryClinton,Our most important task is making sure we give our kids a better life. That's the promise of America. https://t.co/msyv7VWlH3
HillaryClinton,"""You are strong enough not to let yourself remain a victim."" —Hillary #CreatorsAskHRC
https://t.co/yjMjjyKbrd"
realDonaldTrump,Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016 https://t.co/dNeTdMENdV https://t.co/JbJYYpEsmo
GOP,RT @TeamTrump: .@HillaryClinton and Obama policies increased debt by $9 trillion over the last 8 years #Debates2016 https://t.co/PAUwQ3Cewk
GOP,She organized 4 debate watch parties in 3 different counties in 1 night for 3 big reasons: https://t.co/5YWcHQrYVo #LeadRight2016
GOP,260 days and there's still silence: no response on our #FOIA requests for Clinton's records https://t.co/XSFhtOsxgZ https://t.co/DjkAXpOsoE
mike_pence,Rolls-Royce is investing $600 million in its Indianapolis operations! #AStateThatWorks http://t.co/n5Mm68xdZp
mike_pence,"RT @GovPenceIN: Fmr State Sen. Wyss: IN ""has outranked almost every other for the growth of our capital infrastructure investment"" http://t…"
realDonaldTrump,"Even though I have a very biased and unfair judge in the Trump U civil case in San Diego, I have thousands of great reviews &amp; will win case!"
GOP,Some #MotivationMonday to get you through today. https://t.co/WfPMnZatUq
TheDemocrats,GOP Senators should read the Constitution: https://t.co/qCCNuq440W https://t.co/CXQulsoxRx
realDonaldTrump,".@JonahNRO, watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you."
mike_pence,RT @INSenateGOP: Sen @Jim_Merritt joins @GovPenceIN for the ceremonial signing of SEA 412 #INLegis http://t.co/8xGeMjF90C
mike_pence,RT @GovPenceIN: I commend the Hulman-George family &amp; @IMS for their historic decision to lift the #Indy500 TV blackout in central IN https:…
timkaine,Great visit to HM 15 Blackhawks at Norfolk Naval Base today. Hooyah Blackhawks! http://t.co/A2css19QqV
realDonaldTrump,"THANK YOU California, Maryland, New York, and Pennsylvania! See you soon!
#MakeAmericaGreatAgain #Trump2016 https://t.co/2lyqnMRIGq"
TheDemocrats,"“I just wanted a decent place to live.” —Maxine Brown, denied an apartment owned by the Trumps because of her race. https://t.co/HrGxXDznpa"
timkaine,"#TBT to a great jam session w/ @folksoulrevival at @BristolRhythm, 1 of my favorite VA events http://t.co/EbtHYqR2pb http://t.co/ENAYdqwzOf"
timkaine,Congrats to @UVAbaseball on a fantastic season &amp; great run at the #cws! You can help welcome the Hoos home tonight: http://t.co/kSRJHwziX4
HillaryClinton,"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: https://t.co/tTgeqxNqYm"
timkaine,"RT @AlPunto: El senador @timkaine nos habla de México, Honduras, Colombia y las nuevas relaciones entre EEUU y Cuba. #AlPunto http://t.co/1…"
GOP,New ObamaCare survey shows increasing out of pocket costs https://t.co/JEcIMLdHSV https://t.co/AbWzmPVfvq
HillaryClinton,"""I’m with you*"" —@realDonaldTrump

*Not included: women, African Americans, LGBT people, Muslims, Latinos, immigrants..."
GOP,"This young entrepreneur just registered as a Republican and signed up to #LeadRight2016
https://t.co/l2mfWNu6dS https://t.co/I26SXsJJrk"
mike_pence,"RT @stephaniewang: Ted Cruz and Mike Pence meet and greet in Marion, Ind. https://t.co/riy7vBj4B1"
mike_pence,RT @IndianaDCS: Celebrating CASA day! @IndianaDCS applauds the tireless work of @CASA4Children volunteers to serve Hoosier children. https:…
HillaryClinton,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. https://t.co/tnngHNVqoL"
HillaryClinton,126 things Donald Trump has said and done that should disqualify his candidacy: https://t.co/h4qUNNnTOf
TheDemocrats,2015 was the best year in decades for the economic improvement of middle-class Americans: https://t.co/vOagY5rsYG https://t.co/ikY8Gfl2fM
mike_pence,Today we celebrate our freedom and independence and the blessing of living in the greatest country on earth. https://t.co/U88jxUzOID
timkaine,Applaud @GovernorVA for vetoing a bill that would have permitted #LGBT discrimination in VA. Everyone deserves full equality under the law
GOP,"Live from the spin room in Boulder, GOP Chairman @Reince is getting excited for tonight's #GOPDebate. https://t.co/psIbvX3hMD"
realDonaldTrump,I will be interviewed on @CNN  @NewDay  at 7:30 A.M. Enjoy!
timkaine,About to share my thoughts going into the first #IranDeal hearing today with the crew at @Morning_Joe
HillaryClinton,"""Everybody gets knocked down in life. The real test is whether you get back up, dust yourself off, and keep going."" —Hillary"
mike_pence,"IN's tech sector is creating high-wage, high-skill Hoosier jobs &amp; growing at more than 3X the national average. https://t.co/5LMOlnqqoP"
realDonaldTrump,"10,000 people in South Carolina, unbelievable evening! Will be in New Hampshire tomorrow- love it. https://t.co/tF033Yjhu3"
mike_pence,The # of Hoosiers working in private-sector jobs has hit a HISTORIC high! Read more: http://t.co/x2VvtI03a3 http://t.co/XjT1wMfUoj
GOP,Poll: Majority of Americans want Congress to reject #IranDeal. http://t.co/izOyVeNNZA RT &amp; SIGN if you agree. http://t.co/Lo31VFgMMk
GOP,"UNETHICAL and UNTRUSTWORTHY

RT if you agree https://t.co/ypjFIASRja"
mike_pence,"""Pence praises Supreme Court ruling on power plant emissions"" via @WISH_TV 
http://t.co/EzWKaJxwvK"
realDonaldTrump,Will be interviewed on @ThisWeekABC this morning. Enjoy!
GOP,Not once but twice--Hillary refuses to apologize for using secret email server. http://t.co/wFWcfYgyM9 #StopHillary
mike_pence,RT @FSSAIndiana: This new 159 bed Institute is projected to have the capacity to treat 1500 patients each year. https://t.co/tWUSaRWhTY
timkaine,Housing discrimination cuts right to the heart of who we are as a society. We need to do all we can to fight it: https://t.co/RcNveGGwZM
realDonaldTrump,I’m self-funding and I am going to take care of the people – not the special interests and insurance companies like the other candidates.
HillaryClinton,"""I was so impressed and surprised that, whether you believe it or not, I was momentarily speechless.”  —@BillClinton on meeting Hillary"
timkaine,"Also applaud the overdue reauthorization of the @EximBankUS, which benefits a vast array of Virginia companies"
HillaryClinton,"The Supreme Court's Fisher decision is a win for us all. The doors to higher education should be open to every American, not just some. -H"
TheDemocrats,She's with us. We're with her. https://t.co/6CG6zBtCxL https://t.co/VFIhjZGxID
timkaine,Senseless killing of 2 #NYPD officers last night absolutely heartbreaking. Thoughts and prayers with their families and loved ones.
HillaryClinton,"There's only one word for Trump's approach to foreign policy and national security: chaos.
https://t.co/Sx9s6NAGmr"
TheDemocrats,Retweet if you agree. https://t.co/mKVLLZ9MJt
mike_pence,Join #TeamPence on March 19 for #SuperSaturday! More details at the link: https://t.co/oeLfA4GGS3
GOP,RT @RNCResearch: #BidenRules #4 https://t.co/m6Pg9LtrE6
HillaryClinton,"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) https://t.co/48MePwjHh9"
timkaine,Saddened by the wave of suicide attacks in #Istanbul today and Iraq yesterday. The continued slaughter of innocents is savage &amp; unjustified
realDonaldTrump,Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!
realDonaldTrump,"For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmericaGreatAgain"
mike_pence,RT @GovPenceIN: Congratulations to my friend @SpeakerRyan for being elected Speaker of the House. Thank you for answering the call to serve.
mike_pence,RT @Indiana_EDC: #NEWS: California-based #tech firm @Determine relocating HQ from Silicon Valley to @CityofCarmelIN #Indiana - https://t.co…
realDonaldTrump,"RT @DonaldJTrumpJr: Thank you Elko County, Nevada. So much amazing feedback from my forum today I really appreciate it #trump2016 #ICYMI ht…"
timkaine,"On Nat'l Peace Officer Memorial Day, we honor our fallen heroes who made the ultimate sacrifice protecting our communities #policeweek"
GOP,.@realDonaldTrump will put Americans FIRST again. https://t.co/4wxvIpxZHf
GOP,Tell Obama: the American people should pick who will fill Scalia's seat https://t.co/e3AlLwZWR2 https://t.co/uFsqeIFXNG
realDonaldTrump,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC
TheDemocrats,RT @DNCWomen: Attn Paul Ryan: No reason not to give every American the same flexibility you want for yourself and your family. https://t.co…
HillaryClinton,4. If you were willing to work with Qaddafi—a known terrorist and dictator—is there anyone you aren't willing to make a deal with? Who?
realDonaldTrump,"Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!"
GOP,#DemDebate https://t.co/TPMRUbbwxw
HillaryClinton,Eight years ago today. https://t.co/ZAHXdKbgHV
TheDemocrats,"In 2015, the GOP proposed 300+ abortion regulations in 45 states. Those on stage would let them stand. #GOPDebate https://t.co/BvF7ibxlr3"
GOP,Will Bernie oust Hillary? http://t.co/suAdh59Vb4 Cast your vote now. http://t.co/hCiEpVA2Gj
timkaine,Headed to Crystal City now - excited to see what's in store! #1776inVA  https://t.co/wtzmbVDPSJ
GOP,Bill and Hillary Clinton will say and do anything to win. http://t.co/MA4ePoaUbq Sign &amp; help keep them out of the WH http://t.co/7PVpg2dISK
HillaryClinton,RT @TheBriefing2016: But @SpeakerRyan still endorses Donald Trump for president anyway. #RNCinCLE https://t.co/Gun1FF38hZ
TheDemocrats,Notice how the GOP candidates who believe in climate change are polling so low they're at the undercard #GOPDebate? https://t.co/1R44vasA8c
realDonaldTrump,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.
HillaryClinton,RT @HFA: No one gets through life alone. We have to look out for each other and lift each other up. https://t.co/FEStrnjjOO
HillaryClinton,"“Whether you support Senator Sanders or you support me, there’s much more that unites us than divides us.” —Hillary"
TheDemocrats,RT @MartinOMalley: Every American should have the opportunity to serve their country through national service. #DemTownHall
GOP,VP Biden will attempt to explain away his past support for blocking #SCOTUS noms during a presidential election https://t.co/ralOmZKmCZ
realDonaldTrump,Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!
HillaryClinton,"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE
https://t.co/esmsUx29iH"
realDonaldTrump,"Thank you America! #Trump2016
https://t.co/jOD54EGGmG"
HillaryClinton,"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. https://t.co/oZIm2is1lX"
mike_pence,RT @WorkOneWorks: IN's Labor Force Participation rate increased to 65.4% over the month; remains above the US rate of 62.6%. #INemployment
HillaryClinton,"When someone shows you who they are, believe them. Trump has shown us who he is.
https://t.co/7ZIcpDr1Iv"
timkaine,"For millions, we must improve efforts to treat &amp; prevent Alzheimer's #ENDALZ @alzassociation http://t.co/fDTzmnxVTm"
HillaryClinton,"Trump has banished members of the press who have criticized him.

Is there any doubt he would do the same as president?"
HillaryClinton,"If you won’t say the KKK is deplorable, you have no business running the country. https://t.co/mFut8Qrz9A"
timkaine,Met w/AG nominee Loretta Lynch &amp; remain impressed by her credentials. Sen must act swiftly to #ConfirmLynch next week http://t.co/b5zKkUIM9X
timkaine,Joined @MarkWarner @SenatorCardin urging full approps funding for #Metro to improve efficiency &amp; safety #metrosummit https://t.co/H4Zsq9mUAU
TheDemocrats,Thank you to every Democrat who made their voice heard today. https://t.co/nMBzuEzqMG
HillaryClinton,"“America learned that love has no limits, and marriage equality is now a reality across the land.” —@POTUS"
TheDemocrats,"33 days after she was nominated, Sandra Day O'Connor was confirmed as a Supreme Court Justice #otd in 1981. Senate… https://t.co/rC80AhHHh6"
timkaine,Great to be in-studio with @WTOP &amp; @fox5dc this morning to talk #Election2016 and more https://t.co/BFo5AX7JNt
timkaine,Heading to the Senate floor to discuss #IranDeal enforcement w/@chriscoons &amp; other colleagues. Watch here https://t.co/F4TBFuiHOV
GOP,"After the #SCPrimary, about 4% of total delegates will have been allotted https://t.co/5L64CqXc2J"
mike_pence,RT @GovPenceIN: My admin remains committed to ensuring all IN children have access to quality schools &amp; that edu is determined by local edu…
HillaryClinton,"""Hillary Clinton would make a sober, smart and pragmatic president. Donald Trump would be a catastrophe."" —@LATimes https://t.co/NG1am536OS"
HillaryClinton,We can't let Trump's approach to the economy anywhere near the White House. https://t.co/KYK95eht0p
timkaine,"Read about my recent CODEL to Kuwait, Iraq, &amp; Turkey focused on the mission vs #ISIL &amp; humanitarian crisis in Syria: http://t.co/XletCpI0WX"
TheDemocrats,"This morning Marco Rubio suggested the Paris attacks were a ""positive development"" for the campaign. https://t.co/Zx7Rpkx8wA"
HillaryClinton,Hoy es tu día de votar por Hillary. RT esto y déjale saber a tus amigos: #EstoyConElla https://t.co/YMh9aZEgDX
HillaryClinton,".@jimmyfallon: Does Donald Trump intimidate you?

Hillary: No. #TBT
https://t.co/mzRhO8uxmQ"
timkaine,"""I took a year off law school to volunteer with Jesuit missionaries in Honduras. I taught kids welding &amp; carpentry."" https://t.co/ZwVtH9VKsN"
HillaryClinton,"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H"
timkaine,"Congrats to @UVAMenTennis, who capped off a remarkable year as national champs once again!  #GoHoos @UVA"
TheDemocrats,Watching the undercard #GOPDebate unfold like https://t.co/Nyz5t4ALxS
HillaryClinton,RT @StopBigMoney: .@HillaryClinton pledges #campaignfinance reform plan in first 30 days! RT if you're ready to end #CitizensUnited. https:…
mike_pence,"Today, there are more Hoosiers going to work than EVER BEFORE in the 200 year history of this state! #Indiana #AStateThatWorks"
mike_pence,"RT @GovPenceIN: The Wakeman VA clinic will offer primary med care, phys therapy, mental health assessments &amp; tech-based, long-distance clin…"
TheDemocrats,The GOP's offensive rhetoric is unacceptable and dangerous. https://t.co/scKe9WZQeB
timkaine,Change your channel to @PBSNewshour! Speaking with Gwen about the #Iran bill and the chances Congress can pass a new #AUMF against #ISIL
TheDemocrats,Kasich talking about gutting federal education and transportation departments like: http://t.co/nFBpWjGtL4 http://t.co/YRGGepsgAR
realDonaldTrump,The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.
HillaryClinton,RT @timkaine: RT if you believe Donald Trump's actions speak louder than his empty words. https://t.co/VcLIIDNQdJ
TheDemocrats,"Say it loud, say it proud:
(•_•)
&lt;)   )╯ I
/    \
\(•_•)
(   (&gt;  WILL
/    \
(•_•)
&lt;)   )&gt; VOTE
/    \
https://t.co/nfJOzLl7pQ"
HillaryClinton,"We’ve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect."
HillaryClinton,"""When you run for president of the United States, the entire world is watching.” —Hillary on @realDonaldTrump's dangerous rhetoric"
TheDemocrats,Happy #PrideMonth! https://t.co/2yRCnpzTjI
TheDemocrats,"RT @JoeBiden: No one wants to earn a Purple Heart. But to those who did, you have America's unending gratitude and admiration. Thank you. #…"
HillaryClinton,"From Iowa to California, the primary's taken us to nearly every state in the country. https://t.co/NjgDvedzYm"
timkaine,"Great to meet @Carole_King to discuss public lands and conservation issues. What a ""nature""-al woman! https://t.co/qgI0jCEZ9D"
HillaryClinton,Get the details you need to know ahead of day one at the #DemConvention: https://t.co/1SNEooghOa
timkaine,Staff: Round three and the boss is still standing. Officially more spells than Hogwarts at the #NPCBee #NPCLive
timkaine,About to speak at a @HeadStartgov rally! Investing in early childhood education will pay huge dividends for our children &amp; the economy
timkaine,"If Congress fails to act, critical 911 health programs will begin to expire on 9/30. Urge Congress to #renew911health http://t.co/yMpUUIYITQ"
GOP,"Hillary Clinton spent under 5% of relaunch speech on foreign policy, dedicating much more time to partisan attacks: http://t.co/fxRVrS2gW9"
GOP,RT @GOPconvention: Today marks 6 DAYS until the @GOPconvention! #RNCinCLE https://t.co/tz3cD1hCgr
mike_pence,RT @GovPenceIN: .@JGfortwayne: Governor Pence Honors Businesses for Contributions to State's Economy &amp; Hoosier Workforce https://t.co/wrmfX…
HillaryClinton,RT @HFA: What's your volunteer personality type? Take our quiz for personalized recommendations on how to help elect Hillary: https://t.co/…
timkaine,"Throughout history our veterans have sacrificed to protect us. They deserve the timeliest, highest quality healthcare #KeepThePromise @DAVHQ"
GOP,"""...Your own resolution to succeed, is more important than any other one thing."" - Abraham Lincoln #mondaymotivation http://t.co/YBVZaQMCD9"
realDonaldTrump,#Trump2016 #TrumpInstagram: https://t.co/tzHtny48nQ https://t.co/BpKZcISeKi
realDonaldTrump,"Taking a helicopter to New Hampshire, boarding now. Amazing activity planned. New UMASS poll, very nice! https://t.co/xFvGE0dRlA"
realDonaldTrump,"Statement on Clinton Foundation:
https://t.co/2twuzrB9om"
GOP,Happy National #VoterRegistrationDay! Get registered TODAY before it's too late ✅ https://t.co/8A2gDB68CH https://t.co/nK2DdWf0zE
timkaine,Ensuring our energy production is cleaner tomorrow than today is good for our economy &amp; planet. That's why I support the #CleanPowerPlan
TheDemocrats,Only one candidate has an economic plan that includes you. #DemsInPhilly https://t.co/pqNDOTuwJs
HillaryClinton,Longtime Ku Klux Klan leader David Duke supports Donald Trump because they share so many of the same values. https://t.co/XuXznBEslA
HillaryClinton,"""He's a loose cannon, and loose cannons tend to misfire."" —Hillary on @realDonaldTrump: https://t.co/lK8TyiTz2x"
timkaine,The #Hermione has landed in Yorktown! A historic reminder of the strong bond the U.S. shares with France #SheSailsLikeABird @hermionevoyage
GOP,"As the stage comes together before the #GOPDebate, we couldn't help but take a look around the arena https://t.co/b3gZscesgx"
realDonaldTrump,"New polls - join the MOVEMENT today.
https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T"
TheDemocrats,Kasich's policies have been disastrous for Ohioans. We can't let him bring them to the whole nation. #GOPDebate https://t.co/kFj7wXdFwA
TheDemocrats,"Trump has said #BlackLivesMatter activists were ""looking for trouble.” https://t.co/abSkkZY5Sh"
TheDemocrats,A helpful guide for how to talk to your Republican friends &amp; family this weekend: https://t.co/pjyh344PyI https://t.co/xWBGe8v1wd
realDonaldTrump,"On June 22- I will be going to Scotland to celebrate the opening of the newly renovated @TrumpTurnberry Resort, the worlds best."
TheDemocrats,"Trump thinks women who have abortions deserve ""punishment."" RT if you're voting for Democrats. https://t.co/J0LZCvJV2S"
mike_pence,"RT @GovPenceIN: To track legislation as it reaches my desk, visit Bill Watch: https://t.co/elbfElg6Vu"
